datum,typ,serie,ångström,nr,filnamn
1999-Sep-21,refspec,b,6449,,21Sep99_6449b_refspec.fits
1999-Sep-21,straymap,b,6449,,21Sep99_6449b_straymap.fits
1999-Sep-21,time,b,6449,,21Sep99_6449b_time.fits
1999-Sep-21,cor,b,6449,339,21Sep99_6449bm16b_im21Sep99.000339.cor.fits
1999-Sep-21,cor,b,6449,340,21Sep99_6449bm16b_im21Sep99.000340.cor.fits
1999-Sep-21,cor,b,6449,341,21Sep99_6449bm16b_im21Sep99.000341.cor.fits
1999-Sep-21,cor,b,6449,342,21Sep99_6449bm16b_im21Sep99.000342.cor.fits
1999-Sep-21,cor,b,6449,343,21Sep99_6449bm16b_im21Sep99.000343.cor.fits
1999-Sep-21,cor,b,6449,344,21Sep99_6449bm16b_im21Sep99.000344.cor.fits
1999-Sep-21,cor,b,6449,345,21Sep99_6449bm16b_im21Sep99.000345.cor.fits
1999-Sep-21,cor,b,6449,346,21Sep99_6449bm16b_im21Sep99.000346.cor.fits
1999-Sep-21,cor,b,6449,347,21Sep99_6449bm16b_im21Sep99.000347.cor.fits
1999-Sep-21,cor,b,6449,348,21Sep99_6449bm16b_im21Sep99.000348.cor.fits
1999-Sep-21,cor,b,6449,349,21Sep99_6449bm16b_im21Sep99.000349.cor.fits
1999-Sep-21,cor,b,6449,350,21Sep99_6449bm16b_im21Sep99.000350.cor.fits
1999-Sep-21,cor,b,6449,351,21Sep99_6449bm16b_im21Sep99.000351.cor.fits
1999-Sep-21,cor,b,6449,352,21Sep99_6449bm16b_im21Sep99.000352.cor.fits
1999-Sep-21,cor,b,6449,353,21Sep99_6449bm16b_im21Sep99.000353.cor.fits
1999-Sep-21,cor,b,6449,354,21Sep99_6449bm16b_im21Sep99.000354.cor.fits
1999-Sep-21,cor,b,6449,355,21Sep99_6449bm16b_im21Sep99.000355.cor.fits
1999-Sep-21,cor,b,6449,356,21Sep99_6449bm16b_im21Sep99.000356.cor.fits
1999-Sep-21,cor,b,6449,357,21Sep99_6449bm16b_im21Sep99.000357.cor.fits
1999-Sep-21,cor,b,6449,358,21Sep99_6449bm16b_im21Sep99.000358.cor.fits
1999-Sep-21,cor,b,6449,359,21Sep99_6449bm16b_im21Sep99.000359.cor.fits
1999-Sep-21,cor,b,6449,360,21Sep99_6449bm16b_im21Sep99.000360.cor.fits
1999-Sep-21,cor,b,6449,361,21Sep99_6449bm16b_im21Sep99.000361.cor.fits
1999-Sep-21,cor,b,6449,362,21Sep99_6449bm16b_im21Sep99.000362.cor.fits
1999-Sep-21,cor,b,6449,363,21Sep99_6449bm16b_im21Sep99.000363.cor.fits
1999-Sep-21,cor,b,6449,364,21Sep99_6449bm16b_im21Sep99.000364.cor.fits
1999-Sep-21,cor,b,6449,365,21Sep99_6449bm16b_im21Sep99.000365.cor.fits
1999-Sep-21,cor,b,6449,366,21Sep99_6449bm16b_im21Sep99.000366.cor.fits
1999-Sep-21,cor,b,6449,367,21Sep99_6449bm16b_im21Sep99.000367.cor.fits
1999-Sep-21,cor,b,6449,368,21Sep99_6449bm16b_im21Sep99.000368.cor.fits
1999-Sep-21,cor,b,6449,369,21Sep99_6449bm16b_im21Sep99.000369.cor.fits
1999-Sep-21,cor,b,6449,370,21Sep99_6449bm16b_im21Sep99.000370.cor.fits
1999-Sep-22,adjustfts,a,5053,,22Sep99_5053a_adjustfts.fits
1999-Sep-22,adjustspec,a,5053,,22Sep99_5053a_adjustspec.fits
1999-Sep-22,concont,a,5053,,22Sep99_5053a_concont.fits
1999-Sep-22,conint,a,5053,,22Sep99_5053a_conint.fits
1999-Sep-22,contmap,a,5053,,22Sep99_5053a_contmap.fits
1999-Sep-22,dd,a,5053,,22Sep99_5053a_dd.fits
1999-Sep-22,ff,a,5053,,22Sep99_5053a_ff.fits
1999-Sep-22,fulldd,a,5053,,22Sep99_5053a_fulldd.fits
1999-Sep-22,fullff,a,5053,,22Sep99_5053a_fullff.fits
1999-Sep-22,gain,a,5053,,22Sep99_5053a_gain.fits
1999-Sep-22,imnum,a,5053,,22Sep99_5053a_imnum.fits
1999-Sep-22,intfac,a,5053,,22Sep99_5053a_intfac.fits
1999-Sep-22,lambda,a,5053,,22Sep99_5053a_lambda.fits
1999-Sep-22,meanint,a,5053,,22Sep99_5053a_meanint.fits
1999-Sep-22,meanspec,a,5053,,22Sep99_5053a_meanspec.fits
1999-Sep-22,refspec,a,5053,,22Sep99_5053a_refspec.fits
1999-Sep-22,straymap,a,5053,,22Sep99_5053a_straymap.fits
1999-Sep-22,time,a,5053,,22Sep99_5053a_time.fits
1999-Sep-22,cor,a,5053,226,22Sep99_5053am16b_im22Sep99.000226.cor.fits
1999-Sep-22,cor,a,5053,227,22Sep99_5053am16b_im22Sep99.000227.cor.fits
1999-Sep-22,cor,a,5053,228,22Sep99_5053am16b_im22Sep99.000228.cor.fits
1999-Sep-22,cor,a,5053,229,22Sep99_5053am16b_im22Sep99.000229.cor.fits
1999-Sep-22,cor,a,5053,230,22Sep99_5053am16b_im22Sep99.000230.cor.fits
1999-Sep-22,cor,a,5053,231,22Sep99_5053am16b_im22Sep99.000231.cor.fits
1999-Sep-22,cor,a,5053,232,22Sep99_5053am16b_im22Sep99.000232.cor.fits
1999-Sep-22,cor,a,5053,233,22Sep99_5053am16b_im22Sep99.000233.cor.fits
1999-Sep-22,cor,a,5053,234,22Sep99_5053am16b_im22Sep99.000234.cor.fits
1999-Sep-22,cor,a,5053,235,22Sep99_5053am16b_im22Sep99.000235.cor.fits
1999-Sep-22,cor,a,5053,236,22Sep99_5053am16b_im22Sep99.000236.cor.fits
1999-Sep-22,cor,a,5053,237,22Sep99_5053am16b_im22Sep99.000237.cor.fits
1999-Sep-22,cor,a,5053,238,22Sep99_5053am16b_im22Sep99.000238.cor.fits
1999-Sep-22,cor,a,5053,239,22Sep99_5053am16b_im22Sep99.000239.cor.fits
1999-Sep-22,adjustfts,a,5215,,22Sep99_5215a_adjustfts.fits
1999-Sep-22,adjustspec,a,5215,,22Sep99_5215a_adjustspec.fits
1999-Sep-22,concont,a,5215,,22Sep99_5215a_concont.fits
1999-Sep-22,conint,a,5215,,22Sep99_5215a_conint.fits
1999-Sep-22,contmap,a,5215,,22Sep99_5215a_contmap.fits
1999-Sep-22,dd,a,5215,,22Sep99_5215a_dd.fits
1999-Sep-22,ff,a,5215,,22Sep99_5215a_ff.fits
1999-Sep-22,fulldd,a,5215,,22Sep99_5215a_fulldd.fits
1999-Sep-22,fullff,a,5215,,22Sep99_5215a_fullff.fits
1999-Sep-22,gain,a,5215,,22Sep99_5215a_gain.fits
1999-Sep-22,imnum,a,5215,,22Sep99_5215a_imnum.fits
1999-Sep-22,intfac,a,5215,,22Sep99_5215a_intfac.fits
1999-Sep-22,lambda,a,5215,,22Sep99_5215a_lambda.fits
1999-Sep-22,meanint,a,5215,,22Sep99_5215a_meanint.fits
1999-Sep-22,meanspec,a,5215,,22Sep99_5215a_meanspec.fits
1999-Sep-22,refspec,a,5215,,22Sep99_5215a_refspec.fits
1999-Sep-22,straymap,a,5215,,22Sep99_5215a_straymap.fits
1999-Sep-22,time,a,5215,,22Sep99_5215a_time.fits
1999-Sep-22,cor,a,5215,148,22Sep99_5215am16b_im22Sep99.000148.cor.fits
1999-Sep-22,cor,a,5215,149,22Sep99_5215am16b_im22Sep99.000149.cor.fits
1999-Sep-22,cor,a,5215,150,22Sep99_5215am16b_im22Sep99.000150.cor.fits
1999-Sep-22,cor,a,5215,151,22Sep99_5215am16b_im22Sep99.000151.cor.fits
1999-Sep-22,cor,a,5215,152,22Sep99_5215am16b_im22Sep99.000152.cor.fits
1999-Sep-22,cor,a,5215,153,22Sep99_5215am16b_im22Sep99.000153.cor.fits
1999-Sep-22,cor,a,5215,154,22Sep99_5215am16b_im22Sep99.000154.cor.fits
1999-Sep-22,cor,a,5215,155,22Sep99_5215am16b_im22Sep99.000155.cor.fits
1999-Sep-22,cor,a,5215,156,22Sep99_5215am16b_im22Sep99.000156.cor.fits
1999-Sep-22,cor,a,5215,157,22Sep99_5215am16b_im22Sep99.000157.cor.fits
1999-Sep-22,cor,a,5215,158,22Sep99_5215am16b_im22Sep99.000158.cor.fits
1999-Sep-22,cor,a,5215,159,22Sep99_5215am16b_im22Sep99.000159.cor.fits
1999-Sep-22,cor,a,5215,160,22Sep99_5215am16b_im22Sep99.000160.cor.fits
1999-Sep-22,cor,a,5215,161,22Sep99_5215am16b_im22Sep99.000161.cor.fits
1999-Sep-22,cor,a,5215,162,22Sep99_5215am16b_im22Sep99.000162.cor.fits
1999-Sep-22,cor,a,5215,163,22Sep99_5215am16b_im22Sep99.000163.cor.fits
1999-Sep-22,cor,a,5215,164,22Sep99_5215am16b_im22Sep99.000164.cor.fits
1999-Sep-22,cor,a,5215,165,22Sep99_5215am16b_im22Sep99.000165.cor.fits
1999-Sep-22,cor,a,5215,166,22Sep99_5215am16b_im22Sep99.000166.cor.fits
1999-Sep-22,cor,a,5215,167,22Sep99_5215am16b_im22Sep99.000167.cor.fits
1999-Sep-22,cor,a,5215,168,22Sep99_5215am16b_im22Sep99.000168.cor.fits
1999-Sep-22,cor,a,5215,169,22Sep99_5215am16b_im22Sep99.000169.cor.fits
1999-Sep-22,cor,a,5215,170,22Sep99_5215am16b_im22Sep99.000170.cor.fits
1999-Sep-22,cor,a,5215,171,22Sep99_5215am16b_im22Sep99.000171.cor.fits
1999-Sep-22,cor,a,5215,172,22Sep99_5215am16b_im22Sep99.000172.cor.fits
1999-Sep-22,cor,a,5215,173,22Sep99_5215am16b_im22Sep99.000173.cor.fits
1999-Sep-22,cor,a,5215,174,22Sep99_5215am16b_im22Sep99.000174.cor.fits
1999-Sep-22,cor,a,5215,175,22Sep99_5215am16b_im22Sep99.000175.cor.fits
1999-Sep-22,cor,a,5215,176,22Sep99_5215am16b_im22Sep99.000176.cor.fits
1999-Sep-22,cor,a,5215,177,22Sep99_5215am16b_im22Sep99.000177.cor.fits
1999-Sep-22,cor,a,5215,178,22Sep99_5215am16b_im22Sep99.000178.cor.fits
1999-Sep-22,cor,a,5215,179,22Sep99_5215am16b_im22Sep99.000179.cor.fits
1999-Sep-22,cor,a,5215,180,22Sep99_5215am16b_im22Sep99.000180.cor.fits
1999-Sep-22,cor,a,5215,181,22Sep99_5215am16b_im22Sep99.000181.cor.fits
1999-Sep-22,cor,a,5215,182,22Sep99_5215am16b_im22Sep99.000182.cor.fits
1999-Sep-22,cor,a,5215,183,22Sep99_5215am16b_im22Sep99.000183.cor.fits
1999-Sep-22,adjustfts,a,5654,,22Sep99_5654a_adjustfts.fits
1999-Sep-22,adjustspec,a,5654,,22Sep99_5654a_adjustspec.fits
1999-Sep-22,concont,a,5654,,22Sep99_5654a_concont.fits
1999-Sep-22,conint,a,5654,,22Sep99_5654a_conint.fits
1999-Sep-22,contmap,a,5654,,22Sep99_5654a_contmap.fits
1999-Sep-22,dd,a,5654,,22Sep99_5654a_dd.fits
1999-Sep-22,ff,a,5654,,22Sep99_5654a_ff.fits
1999-Sep-22,fulldd,a,5654,,22Sep99_5654a_fulldd.fits
1999-Sep-22,fullff,a,5654,,22Sep99_5654a_fullff.fits
1999-Sep-22,gain,a,5654,,22Sep99_5654a_gain.fits
1999-Sep-22,imnum,a,5654,,22Sep99_5654a_imnum.fits
1999-Sep-22,intfac,a,5654,,22Sep99_5654a_intfac.fits
1999-Sep-22,lambda,a,5654,,22Sep99_5654a_lambda.fits
1999-Sep-22,meanint,a,5654,,22Sep99_5654a_meanint.fits
1999-Sep-22,meanspec,a,5654,,22Sep99_5654a_meanspec.fits
1999-Sep-22,refspec,a,5654,,22Sep99_5654a_refspec.fits
1999-Sep-22,straymap,a,5654,,22Sep99_5654a_straymap.fits
1999-Sep-22,time,a,5654,,22Sep99_5654a_time.fits
1999-Sep-22,cor,a,5654,250,22Sep99_5654am16b_im22Sep99.000250.cor.fits
1999-Sep-22,cor,a,5654,251,22Sep99_5654am16b_im22Sep99.000251.cor.fits
1999-Sep-22,cor,a,5654,252,22Sep99_5654am16b_im22Sep99.000252.cor.fits
1999-Sep-22,cor,a,5654,253,22Sep99_5654am16b_im22Sep99.000253.cor.fits
1999-Sep-22,cor,a,5654,254,22Sep99_5654am16b_im22Sep99.000254.cor.fits
1999-Sep-22,adjustfts,b,5654,,22Sep99_5654b_adjustfts.fits
1999-Sep-22,adjustspec,b,5654,,22Sep99_5654b_adjustspec.fits
1999-Sep-22,concont,b,5654,,22Sep99_5654b_concont.fits
1999-Sep-22,conint,b,5654,,22Sep99_5654b_conint.fits
1999-Sep-22,contmap,b,5654,,22Sep99_5654b_contmap.fits
1999-Sep-22,dd,b,5654,,22Sep99_5654b_dd.fits
1999-Sep-22,ff,b,5654,,22Sep99_5654b_ff.fits
1999-Sep-22,fulldd,b,5654,,22Sep99_5654b_fulldd.fits
1999-Sep-22,fullff,b,5654,,22Sep99_5654b_fullff.fits
1999-Sep-22,gain,b,5654,,22Sep99_5654b_gain.fits
1999-Sep-22,imnum,b,5654,,22Sep99_5654b_imnum.fits
1999-Sep-22,intfac,b,5654,,22Sep99_5654b_intfac.fits
1999-Sep-22,lambda,b,5654,,22Sep99_5654b_lambda.fits
1999-Sep-22,meanint,b,5654,,22Sep99_5654b_meanint.fits
1999-Sep-22,meanspec,b,5654,,22Sep99_5654b_meanspec.fits
1999-Sep-22,refspec,b,5654,,22Sep99_5654b_refspec.fits
1999-Sep-22,straymap,b,5654,,22Sep99_5654b_straymap.fits
1999-Sep-22,time,b,5654,,22Sep99_5654b_time.fits
1999-Sep-22,cor,b,5654,255,22Sep99_5654bm16b_im22Sep99.000255.cor.fits
1999-Sep-22,cor,b,5654,256,22Sep99_5654bm16b_im22Sep99.000256.cor.fits
1999-Sep-22,cor,b,5654,257,22Sep99_5654bm16b_im22Sep99.000257.cor.fits
1999-Sep-22,cor,b,5654,258,22Sep99_5654bm16b_im22Sep99.000258.cor.fits
1999-Sep-22,cor,b,5654,259,22Sep99_5654bm16b_im22Sep99.000259.cor.fits
1999-Sep-22,cor,b,5654,260,22Sep99_5654bm16b_im22Sep99.000260.cor.fits
1999-Sep-22,cor,b,5654,261,22Sep99_5654bm16b_im22Sep99.000261.cor.fits
1999-Sep-22,cor,b,5654,262,22Sep99_5654bm16b_im22Sep99.000262.cor.fits
1999-Sep-22,adjustfts,c,5654,,22Sep99_5654c_adjustfts.fits
1999-Sep-22,adjustspec,c,5654,,22Sep99_5654c_adjustspec.fits
1999-Sep-22,concont,c,5654,,22Sep99_5654c_concont.fits
1999-Sep-22,conint,c,5654,,22Sep99_5654c_conint.fits
1999-Sep-22,contmap,c,5654,,22Sep99_5654c_contmap.fits
1999-Sep-22,dd,c,5654,,22Sep99_5654c_dd.fits
1999-Sep-22,ff,c,5654,,22Sep99_5654c_ff.fits
1999-Sep-22,fulldd,c,5654,,22Sep99_5654c_fulldd.fits
1999-Sep-22,fullff,c,5654,,22Sep99_5654c_fullff.fits
1999-Sep-22,gain,c,5654,,22Sep99_5654c_gain.fits
1999-Sep-22,imnum,c,5654,,22Sep99_5654c_imnum.fits
1999-Sep-22,intfac,c,5654,,22Sep99_5654c_intfac.fits
1999-Sep-22,lambda,c,5654,,22Sep99_5654c_lambda.fits
1999-Sep-22,meanint,c,5654,,22Sep99_5654c_meanint.fits
1999-Sep-22,meanspec,c,5654,,22Sep99_5654c_meanspec.fits
1999-Sep-22,refspec,c,5654,,22Sep99_5654c_refspec.fits
1999-Sep-22,straymap,c,5654,,22Sep99_5654c_straymap.fits
1999-Sep-22,time,c,5654,,22Sep99_5654c_time.fits
1999-Sep-22,cor,c,5654,268,22Sep99_5654cm16b_im22Sep99.000268.cor.fits
1999-Sep-22,cor,c,5654,269,22Sep99_5654cm16b_im22Sep99.000269.cor.fits
1999-Sep-22,cor,c,5654,270,22Sep99_5654cm16b_im22Sep99.000270.cor.fits
1999-Sep-22,cor,c,5654,271,22Sep99_5654cm16b_im22Sep99.000271.cor.fits
1999-Sep-22,cor,c,5654,272,22Sep99_5654cm16b_im22Sep99.000272.cor.fits
1999-Sep-22,cor,c,5654,273,22Sep99_5654cm16b_im22Sep99.000273.cor.fits
1999-Sep-22,adjustfts,a,6405,,22Sep99_6405a_adjustfts.fits
1999-Sep-22,adjustspec,a,6405,,22Sep99_6405a_adjustspec.fits
1999-Sep-22,concont,a,6405,,22Sep99_6405a_concont.fits
1999-Sep-22,conint,a,6405,,22Sep99_6405a_conint.fits
1999-Sep-22,contmap,a,6405,,22Sep99_6405a_contmap.fits
1999-Sep-22,dd,a,6405,,22Sep99_6405a_dd.fits
1999-Sep-22,ff,a,6405,,22Sep99_6405a_ff.fits
1999-Sep-22,fulldd,a,6405,,22Sep99_6405a_fulldd.fits
1999-Sep-22,fullff,a,6405,,22Sep99_6405a_fullff.fits
1999-Sep-22,gain,a,6405,,22Sep99_6405a_gain.fits
1999-Sep-22,imnum,a,6405,,22Sep99_6405a_imnum.fits
1999-Sep-22,intfac,a,6405,,22Sep99_6405a_intfac.fits
1999-Sep-22,lambda,a,6405,,22Sep99_6405a_lambda.fits
1999-Sep-22,meanint,a,6405,,22Sep99_6405a_meanint.fits
1999-Sep-22,meanspec,a,6405,,22Sep99_6405a_meanspec.fits
1999-Sep-22,refspec,a,6405,,22Sep99_6405a_refspec.fits
1999-Sep-22,straymap,a,6405,,22Sep99_6405a_straymap.fits
1999-Sep-22,time,a,6405,,22Sep99_6405a_time.fits
1999-Sep-22,cor,a,6405,88,22Sep99_6405am16b_im22Sep99.000088.cor.fits
1999-Sep-22,cor,a,6405,89,22Sep99_6405am16b_im22Sep99.000089.cor.fits
1999-Sep-22,cor,a,6405,90,22Sep99_6405am16b_im22Sep99.000090.cor.fits
1999-Sep-22,cor,a,6405,91,22Sep99_6405am16b_im22Sep99.000091.cor.fits
1999-Sep-22,cor,a,6405,92,22Sep99_6405am16b_im22Sep99.000092.cor.fits
1999-Sep-22,cor,a,6405,93,22Sep99_6405am16b_im22Sep99.000093.cor.fits
1999-Sep-22,cor,a,6405,94,22Sep99_6405am16b_im22Sep99.000094.cor.fits
1999-Sep-22,cor,a,6405,95,22Sep99_6405am16b_im22Sep99.000095.cor.fits
1999-Sep-22,cor,a,6405,96,22Sep99_6405am16b_im22Sep99.000096.cor.fits
1999-Sep-22,cor,a,6405,97,22Sep99_6405am16b_im22Sep99.000097.cor.fits
1999-Sep-22,cor,a,6405,98,22Sep99_6405am16b_im22Sep99.000098.cor.fits
1999-Sep-22,cor,a,6405,99,22Sep99_6405am16b_im22Sep99.000099.cor.fits
1999-Sep-22,cor,a,6405,100,22Sep99_6405am16b_im22Sep99.000100.cor.fits
1999-Sep-22,cor,a,6405,101,22Sep99_6405am16b_im22Sep99.000101.cor.fits
1999-Sep-22,cor,a,6405,102,22Sep99_6405am16b_im22Sep99.000102.cor.fits
1999-Sep-22,cor,a,6405,103,22Sep99_6405am16b_im22Sep99.000103.cor.fits
1999-Sep-22,cor,a,6405,104,22Sep99_6405am16b_im22Sep99.000104.cor.fits
1999-Sep-22,cor,a,6405,105,22Sep99_6405am16b_im22Sep99.000105.cor.fits
1999-Sep-22,cor,a,6405,106,22Sep99_6405am16b_im22Sep99.000106.cor.fits
1999-Sep-22,cor,a,6405,107,22Sep99_6405am16b_im22Sep99.000107.cor.fits
1999-Sep-22,cor,a,6405,108,22Sep99_6405am16b_im22Sep99.000108.cor.fits
1999-Sep-22,cor,a,6405,109,22Sep99_6405am16b_im22Sep99.000109.cor.fits
1999-Sep-22,cor,a,6405,110,22Sep99_6405am16b_im22Sep99.000110.cor.fits
1999-Sep-22,cor,a,6405,111,22Sep99_6405am16b_im22Sep99.000111.cor.fits
1999-Sep-22,cor,a,6405,112,22Sep99_6405am16b_im22Sep99.000112.cor.fits
1999-Sep-22,cor,a,6405,113,22Sep99_6405am16b_im22Sep99.000113.cor.fits
1999-Sep-22,cor,a,6405,114,22Sep99_6405am16b_im22Sep99.000114.cor.fits
1999-Sep-22,cor,a,6405,115,22Sep99_6405am16b_im22Sep99.000115.cor.fits
1999-Sep-22,cor,a,6405,116,22Sep99_6405am16b_im22Sep99.000116.cor.fits
1999-Sep-22,cor,a,6405,117,22Sep99_6405am16b_im22Sep99.000117.cor.fits
1999-Sep-22,cor,a,6405,118,22Sep99_6405am16b_im22Sep99.000118.cor.fits
1999-Sep-22,cor,a,6405,119,22Sep99_6405am16b_im22Sep99.000119.cor.fits
1999-Sep-22,cor,a,6405,120,22Sep99_6405am16b_im22Sep99.000120.cor.fits
1999-Sep-22,cor,a,6405,121,22Sep99_6405am16b_im22Sep99.000121.cor.fits
1999-Sep-22,cor,a,6405,122,22Sep99_6405am16b_im22Sep99.000122.cor.fits
1999-Sep-22,cor,a,6405,123,22Sep99_6405am16b_im22Sep99.000123.cor.fits
1999-Sep-22,cor,a,6405,124,22Sep99_6405am16b_im22Sep99.000124.cor.fits
1999-Sep-22,cor,a,6405,125,22Sep99_6405am16b_im22Sep99.000125.cor.fits
1999-Sep-22,cor,a,6405,126,22Sep99_6405am16b_im22Sep99.000126.cor.fits
1999-Sep-22,cor,a,6405,127,22Sep99_6405am16b_im22Sep99.000127.cor.fits
1999-Sep-22,cor,a,6405,128,22Sep99_6405am16b_im22Sep99.000128.cor.fits
1999-Sep-22,cor,a,6405,129,22Sep99_6405am16b_im22Sep99.000129.cor.fits
1999-Sep-22,cor,a,6405,130,22Sep99_6405am16b_im22Sep99.000130.cor.fits
1999-Sep-22,cor,a,6405,131,22Sep99_6405am16b_im22Sep99.000131.cor.fits
1999-Sep-22,cor,a,6405,132,22Sep99_6405am16b_im22Sep99.000132.cor.fits
1999-Sep-22,cor,a,6405,133,22Sep99_6405am16b_im22Sep99.000133.cor.fits
1999-Sep-22,cor,a,6405,134,22Sep99_6405am16b_im22Sep99.000134.cor.fits
1999-Sep-22,cor,a,6405,135,22Sep99_6405am16b_im22Sep99.000135.cor.fits
1999-Sep-22,adjustfts,a,6449,,22Sep99_6449a_adjustfts.fits
1999-Sep-22,adjustspec,a,6449,,22Sep99_6449a_adjustspec.fits
1999-Sep-22,concont,a,6449,,22Sep99_6449a_concont.fits
1999-Sep-22,conint,a,6449,,22Sep99_6449a_conint.fits
1999-Sep-22,contmap,a,6449,,22Sep99_6449a_contmap.fits
1999-Sep-22,dd,a,6449,,22Sep99_6449a_dd.fits
1999-Sep-22,ff,a,6449,,22Sep99_6449a_ff.fits
1999-Sep-22,fulldd,a,6449,,22Sep99_6449a_fulldd.fits
1999-Sep-22,fullff,a,6449,,22Sep99_6449a_fullff.fits
1999-Sep-22,gain,a,6449,,22Sep99_6449a_gain.fits
1999-Sep-22,imnum,a,6449,,22Sep99_6449a_imnum.fits
1999-Sep-22,intfac,a,6449,,22Sep99_6449a_intfac.fits
1999-Sep-22,lambda,a,6449,,22Sep99_6449a_lambda.fits
1999-Sep-22,meanint,a,6449,,22Sep99_6449a_meanint.fits
1999-Sep-22,meanspec,a,6449,,22Sep99_6449a_meanspec.fits
1999-Sep-22,refspec,a,6449,,22Sep99_6449a_refspec.fits
1999-Sep-22,straymap,a,6449,,22Sep99_6449a_straymap.fits
1999-Sep-22,time,a,6449,,22Sep99_6449a_time.fits
1999-Sep-22,cor,a,6449,194,22Sep99_6449am16b_im22Sep99.000194.cor.fits
1999-Sep-22,cor,a,6449,195,22Sep99_6449am16b_im22Sep99.000195.cor.fits
1999-Sep-22,cor,a,6449,196,22Sep99_6449am16b_im22Sep99.000196.cor.fits
1999-Sep-22,cor,a,6449,197,22Sep99_6449am16b_im22Sep99.000197.cor.fits
1999-Sep-22,cor,a,6449,198,22Sep99_6449am16b_im22Sep99.000198.cor.fits
1999-Sep-22,cor,a,6449,199,22Sep99_6449am16b_im22Sep99.000199.cor.fits
1999-Sep-22,cor,a,6449,200,22Sep99_6449am16b_im22Sep99.000200.cor.fits
1999-Sep-22,cor,a,6449,201,22Sep99_6449am16b_im22Sep99.000201.cor.fits
1999-Sep-22,cor,a,6449,202,22Sep99_6449am16b_im22Sep99.000202.cor.fits
1999-Sep-22,cor,a,6449,203,22Sep99_6449am16b_im22Sep99.000203.cor.fits
1999-Sep-22,cor,a,6449,204,22Sep99_6449am16b_im22Sep99.000204.cor.fits
1999-Sep-22,cor,a,6449,205,22Sep99_6449am16b_im22Sep99.000205.cor.fits
1999-Sep-22,cor,a,6449,206,22Sep99_6449am16b_im22Sep99.000206.cor.fits
1999-Sep-22,cor,a,6449,207,22Sep99_6449am16b_im22Sep99.000207.cor.fits
1999-Sep-22,cor,a,6449,208,22Sep99_6449am16b_im22Sep99.000208.cor.fits
1999-Sep-22,cor,a,6449,209,22Sep99_6449am16b_im22Sep99.000209.cor.fits
1999-Sep-22,cor,a,6449,210,22Sep99_6449am16b_im22Sep99.000210.cor.fits
1999-Sep-22,cor,a,6449,211,22Sep99_6449am16b_im22Sep99.000211.cor.fits
1999-Sep-22,cor,a,6449,212,22Sep99_6449am16b_im22Sep99.000212.cor.fits
1999-Sep-22,cor,a,6449,213,22Sep99_6449am16b_im22Sep99.000213.cor.fits
1999-Sep-22,cor,a,6449,214,22Sep99_6449am16b_im22Sep99.000214.cor.fits
1999-Sep-22,cor,a,6449,215,22Sep99_6449am16b_im22Sep99.000215.cor.fits
